Freq.	Ic(Q8)
Step Information: Cl=1µ  (Step: 1/2)
3.38844156139199e+03	(4.54547116731775e+01dB,-1.09120961578887e+02°)
3.46736850452528e+03	(4.52309931441399e+01dB,-1.09537767534118e+02°)
3.54813389233572e+03	(4.50062961452208e+01dB,-1.09961623372109e+02°)
3.63078054770097e+03	(4.47805862980830e+01dB,-1.10392553218773e+02°)
3.71535229097168e+03	(4.45538285114953e+01dB,-1.10830574340838e+02°)
3.80189396320557e+03	(4.43259870089222e+01dB,-1.11275696743760e+02°)
3.89045144994276e+03	(4.40970253589110e+01dB,-1.11727922787282e+02°)
3.98107170553493e+03	(4.38669065109130e+01dB,-1.12187246782327e+02°)
4.07380277804108e+03	(4.36355928349613e+01dB,-1.12653654597005e+02°)
4.16869383470331e+03	(4.34030461663202e+01dB,-1.13127123261167e+02°)
4.26579518801588e+03	(4.31692278546149e+01dB,-1.13607620579853e+02°)
4.36515832240161e+03	(4.29340988176618e+01dB,-1.14095104754861e+02°)
4.46683592150958e+03	(4.26976196009349e+01dB,-1.14589524008807e+02°)
4.57088189614870e+03	(4.24597504408730e+01dB,-1.15090816235007e+02°)
4.67735141287193e+03	(4.22204513349119e+01dB,-1.15598908642139e+02°)
4.78630092322633e+03	(4.19796821141268e+01dB,-1.16113717447584e+02°)
4.89778819368441e+03	(4.17374025232772e+01dB,-1.16635147560032e+02°)
5.01187233627267e+03	(4.14935723039944e+01dB,-1.17163092309127e+02°)
5.12861383991359e+03	(4.12481512832868e+01dB,-1.17697433194706e+02°)
5.24807460249767e+03	(4.10010994667345e+01dB,-1.18238039665079e+02°)
5.37031796370247e+03	(4.07523771356150e+01dB,-1.18784768932725e+02°)
5.49540873857618e+03	(4.05019449476186e+01dB,-1.19337465832068e+02°)
5.62341325190343e+03	(4.02497640424515e+01dB,-1.19895962704182e+02°)
5.75439937337150e+03	(3.99957961491280e+01dB,-1.20460079339494e+02°)
5.88843655355582e+03	(3.97400036978182e+01dB,-1.21029622949445e+02°)
6.02559586074351e+03	(3.94823499322122e+01dB,-1.21604388205018e+02°)
6.16595001861475e+03	(3.92227990235230e+01dB,-1.22184157325489e+02°)
6.30957344480186e+03	(3.89613161888419e+01dB,-1.22768700188189e+02°)
6.45654229034648e+03	(3.86978678052262e+01dB,-1.23357774540725e+02°)
6.60693448007588e+03	(3.84324215274382e+01dB,-1.23951126230465e+02°)
6.76082975391974e+03	(3.81649464022234e+01dB,-1.24548489514532e+02°)
6.91830970918928e+03	(3.78954129832580e+01dB,-1.25149587406597e+02°)
7.07945784384129e+03	(3.76237934413805e+01dB,-1.25754132101121e+02°)
7.24435960074981e+03	(3.73500616727657e+01dB,-1.26361825443063e+02°)
7.41310241300908e+03	(3.70741934049991e+01dB,-1.26972359438809e+02°)
7.58577575029174e+03	(3.67961662934876e+01dB,-1.27585416860817e+02°)
7.76247116628682e+03	(3.65159600178743e+01dB,-1.28200671859993e+02°)
7.94328234724272e+03	(3.62335563684412e+01dB,-1.28817790656638e+02°)
8.12830516164089e+03	(3.59489393290929e+01dB,-1.29436432250648e+02°)
8.31763771102661e+03	(3.56620951482421e+01dB,-1.30056249208661e+02°)
8.51138038202366e+03	(3.53730124058290e+01dB,-1.30676888457640e+02°)
8.70963589956070e+03	(3.50816820696475e+01dB,-1.31297992125029e+02°)
8.91250938133734e+03	(3.47880975425419e+01dB,-1.31919198409384e+02°)
9.12010839355898e+03	(3.44922547012530e+01dB,-1.32540142465431e+02°)
9.33254300796979e+03	(3.41941519230666e+01dB,-1.33160457321841e+02°)
9.54992586021424e+03	(3.38937901071649e+01dB,-1.33779774781357e+02°)
9.77237220955798e+03	(3.35911726786735e+01dB,-1.34397726372061e+02°)
9.99999999999987e+03	(3.32863055909455e+01dB,-1.35013944246302e+02°)
1.02329299228074e+04	(3.29791973081799e+01dB,-1.35628062130637e+02°)
1.04712854805089e+04	(3.26698587889640e+01dB,-1.36239716201959e+02°)
1.07151930523759e+04	(3.23583034519024e+01dB,-1.36848545991225e+02°)
1.09647819614317e+04	(3.20445471309025e+01dB,-1.37454195271403e+02°)
1.12201845430195e+04	(3.17286080320868e+01dB,-1.38056312856925e+02°)
1.14815362149687e+04	(3.14105066687345e+01dB,-1.38654553445084e+02°)
1.17489755493951e+04	(3.10902657983441e+01dB,-1.39248578364998e+02°)
1.20226443461740e+04	(3.07679103456414e+01dB,-1.39838056320487e+02°)
1.23026877081237e+04	(3.04434673253207e+01dB,-1.40422664056736e+02°)
1.25892541179415e+04	(3.01169657524377e+01dB,-1.41002087008222e+02°)
1.28824955169312e+04	(2.97884365520869e+01dB,-1.41576019877864e+02°)
1.31825673855639e+04	(2.94579124612879e+01dB,-1.42144167173683e+02°)
1.34896288259164e+04	(2.91254279326413e+01dB,-1.42706243673992e+02°)
1.38038426460287e+04	(2.87910190251773e+01dB,-1.43261974873714e+02°)
1.41253754462274e+04	(2.84547233065658e+01dB,-1.43811097324773e+02°)
1.44543977074591e+04	(2.81165797404839e+01dB,-1.44353358972823e+02°)
1.47910838816819e+04	(2.77766285840435e+01dB,-1.44888519397222e+02°)
1.51356124843619e+04	(2.74349112762511e+01dB,-1.45416350035092e+02°)
1.54881661891246e+04	(2.70914703362513e+01dB,-1.45936634314508e+02°)
1.58489319246109e+04	(2.67463492556194e+01dB,-1.46449167770735e+02°)
1.62181009735891e+04	(2.63995923964152e+01dB,-1.46953758097069e+02°)
1.65958690743754e+04	(2.60512448910827e+01dB,-1.47450225152644e+02°)
1.69824365246172e+04	(2.57013525457808e+01dB,-1.47938400928036e+02°)
1.73780082874935e+04	(2.53499617452106e+01dB,-1.48418129477987e+02°)
1.77827941003890e+04	(2.49971193618664e+01dB,-1.48889266813045e+02°)
1.81970085860996e+04	(2.46428726752465e+01dB,-1.49351680741216e+02°)
1.86208713666284e+04	(2.42872692838715e+01dB,-1.49805250717551e+02°)
1.90546071796322e+04	(2.39303570354696e+01dB,-1.50249867622673e+02°)
1.94984459975802e+04	(2.35721839508661e+01dB,-1.50685433554947e+02°)
1.99526231496885e+04	(2.32127981591942e+01dB,-1.51111861580740e+02°)
2.04173794466950e+04	(2.28522478355845e+01dB,-1.51529075480196e+02°)
2.08929613085401e+04	(2.24905811470368e+01dB,-1.51937009468572e+02°)
2.13796208950220e+04	(2.21278461995156e+01dB,-1.52335607915312e+02°)
2.18776162394952e+04	(2.17640909919336e+01dB,-1.52724825059523e+02°)
2.23872113856831e+04	(2.13993633752623e+01dB,-1.53104624713786e+02°)
2.29086765276774e+04	(2.10337110180307e+01dB,-1.53474979964594e+02°)
2.34422881531989e+04	(2.06671813714996e+01dB,-1.53835872890276e+02°)
2.39883291901946e+04	(2.02998216483991e+01dB,-1.54187294257392e+02°)
2.45470891568500e+04	(1.99316787938377e+01dB,-1.54529243253803e+02°)
2.51188643150954e+04	(1.95627994711577e+01dB,-1.54861727207521e+02°)
2.57039578276883e+04	(1.91932300492478e+01dB,-1.55184761316073e+02°)
2.63026799189534e+04	(1.88230165883149e+01dB,-1.55498368408807e+02°)
2.69153480392688e+04	(1.84522048340938e+01dB,-1.55802578704066e+02°)
2.75422870333813e+04	(1.80808402154307e+01dB,-1.56097429584730e+02°)
2.81838293126441e+04	(1.77089678415544e+01dB,-1.56382965402669e+02°)
2.88403150312656e+04	(1.73366325037646e+01dB,-1.56659237286686e+02°)
2.95120922666634e+04	(1.69638786824287e+01dB,-1.56926302977514e+02°)
3.01995172040197e+04	(1.65907505478408e+01dB,-1.57184226686133e+02°)
3.09029543251354e+04	(1.62172919751074e+01dB,-1.57433078962314e+02°)
3.16227766016833e+04	(1.58435465455548e+01dB,-1.57672936600873e+02°)
3.23593656929623e+04	(1.54695575635499e+01dB,-1.57903882553771e+02°)
3.31131121482586e+04	(1.50953680647728e+01dB,-1.58126005876366e+02°)
3.38844156139197e+04	(1.47210208284074e+01dB,-1.58339401693942e+02°)
3.46736850452526e+04	(1.43465583888948e+01dB,-1.58544171190893e+02°)
3.54813389233570e+04	(1.39720230512189e+01dB,-1.58740421617361e+02°)
3.63078054770096e+04	(1.35974568959738e+01dB,-1.58928266337159e+02°)
3.71535229097167e+04	(1.32229017971318e+01dB,-1.59107824873602e+02°)
3.80189396320555e+04	(1.28483994278679e+01dB,-1.59279223000597e+02°)
3.89045144994275e+04	(1.24739912706440e+01dB,-1.59442592842938e+02°)
3.98107170553491e+04	(1.20997186232857e+01dB,-1.59598073002339e+02°)
4.07380277804107e+04	(1.17256226054375e+01dB,-1.59745808706095e+02°)
4.16869383470329e+04	(1.13517441611840e+01dB,-1.59885951975538e+02°)
4.26579518801586e+04	(1.09781240581204e+01dB,-1.60018661811322e+02°)
4.36515832240159e+04	(1.06048028853268e+01dB,-1.60144104400292e+02°)
4.46683592150956e+04	(1.02318210522604e+01dB,-1.60262453334801e+02°)
4.57088189614868e+04	(9.85921877123871e+00dB,-1.60373889860674e+02°)
4.67735141287191e+04	(9.48703605257251e+00dB,-1.60478603118598e+02°)
4.78630092322631e+04	(9.11531268551382e+00dB,-1.60576790417921e+02°)
4.89778819368439e+04	(8.74408821622922e+00dB,-1.60668657508151e+02°)
5.01187233627264e+04	(8.37340192609694e+00dB,-1.60754418868697e+02°)
5.12861383991357e+04	(8.00329279744863e+00dB,-1.60834297997296e+02°)
5.24807460249764e+04	(7.63379948292116e+00dB,-1.60908527708792e+02°)
5.37031796370244e+04	(7.26496026473237e+00dB,-1.60977350427423e+02°)
5.49540873857616e+04	(6.89681301060156e+00dB,-1.61041018489073e+02°)
5.62341325190340e+04	(6.52939512002601e+00dB,-1.61099794436189e+02°)
5.75439937337148e+04	(6.16274347187577e+00dB,-1.61153951296833e+02°)
5.88843655355580e+04	(5.79689436378037e+00dB,-1.61203772864069e+02°)
6.02559586074348e+04	(5.43188344043936e+00dB,-1.61249553962383e+02°)
6.16595001861472e+04	(5.06774562791383e+00dB,-1.61291600688420e+02°)
6.30957344480183e+04	(4.70451504830114e+00dB,-1.61330230633708e+02°)
6.45654229034645e+04	(4.34222494200683e+00dB,-1.61365773100251e+02°)
6.60693448007586e+04	(3.98090757146850e+00dB,-1.61398569256455e+02°)
6.76082975391971e+04	(3.62059413656284e+00dB,-1.61428972290684e+02°)
6.91830970918925e+04	(3.26131466520528e+00dB,-1.61457347514917e+02°)
7.07945784384127e+04	(2.90309791688218e+00dB,-1.61484072431922e+02°)
7.24435960074979e+04	(2.54597126796184e+00dB,-1.61509536753007e+02°)
7.41310241300906e+04	(2.18996060456924e+00dB,-1.61534142387251e+02°)
7.58577575029172e+04	(1.83509020375554e+00dB,-1.61558303368696e+02°)
7.76247116628679e+04	(1.48138261406674e+00dB,-1.61582445717017e+02°)
7.94328234724269e+04	(1.12885853579084e+00dB,-1.61607007267633e+02°)
8.12830516164086e+04	(7.77536699334540e-01dB,-1.61632437434333e+02°)
8.31763771102658e+04	(4.27433736250937e-01dB,-1.61659196892659e+02°)
8.51138038202363e+04	(7.85640618438468e-02dB,-1.61687757219440e+02°)
8.70963589956067e+04	(-2.69060254110101e-01dB,-1.61718600470706e+02°)
8.91250938133731e+04	(-6.15429607662294e-01dB,-1.61752218664016e+02°)
9.12010839355895e+04	(-9.60536978885392e-01dB,-1.61789113226215e+02°)
9.33254300796976e+04	(-1.30437805353042e+00dB,-1.61829794356137e+02°)
9.54992586021420e+04	(-1.64695132841102e+00dB,-1.61874780320380e+02°)
9.77237220955795e+04	(-1.98825822704933e+00dB,-1.61924596684873e+02°)
9.99999999999984e+04	(-2.32830319483486e+00dB,-1.61979775491006e+02°)
1.02329299228074e+05	(-2.66709379892467e+00dB,-1.62040854356312e+02°)
1.04712854805088e+05	(-3.00464080913778e+00dB,-1.62108375511740e+02°)
1.07151930523759e+05	(-3.34095828364143e+00dB,-1.62182884802760e+02°)
1.09647819614317e+05	(-3.67606362926579e+00dB,-1.62264930621111e+02°)
1.12201845430195e+05	(-4.00997766770077e+00dB,-1.62355062792000e+02°)
1.14815362149686e+05	(-4.34272467740887e+00dB,-1.62453831424319e+02°)
1.17489755493951e+05	(-4.67433242792575e+00dB,-1.62561785721789e+02°)
1.20226443461739e+05	(-5.00483221013748e+00dB,-1.62679472756957e+02°)
1.23026877081236e+05	(-5.33425883501632e+00dB,-1.62807436231743e+02°)
1.25892541179415e+05	(-5.66265064179740e+00dB,-1.62946215213521e+02°)
1.28824955169311e+05	(-5.99004947173615e+00dB,-1.63096342859827e+02°)
1.31825673855639e+05	(-6.31650064389900e+00dB,-1.63258345151428e+02°)
1.34896288259163e+05	(-6.64205290680101e+00dB,-1.63432739623753e+02°)
1.38038426460286e+05	(-6.96675837965514e+00dB,-1.63620034097631e+02°)
1.41253754462273e+05	(-7.29067247916933e+00dB,-1.63820725466210e+02°)
1.44543977074590e+05	(-7.61385383839435e+00dB,-1.64035298465143e+02°)
1.47910838816818e+05	(-7.93636419688908e+00dB,-1.64264224524004e+02°)
1.51356124843618e+05	(-8.25826829996395e+00dB,-1.64507960611692e+02°)
1.54881661891246e+05	(-8.57963376277558e+00dB,-1.64766948192743e+02°)
1.58489319246109e+05	(-8.90053094052837e+00dB,-1.65041612177508e+02°)
1.62181009735890e+05	(-9.22103277675796e+00dB,-1.65332359983804e+02°)
1.65958690743753e+05	(-9.54121464749173e+00dB,-1.65639580642934e+02°)
1.69824365246172e+05	(-9.86115418982938e+00dB,-1.65963643990010e+02°)
1.73780082874935e+05	(-1.01809311290414e+01dB,-1.66304899932309e+02°)
1.77827941003889e+05	(-1.05006270927114e+01dB,-1.66663677801064e+02°)
1.81970085860995e+05	(-1.08203254199758e+01dB,-1.67040285802385e+02°)
1.86208713666284e+05	(-1.11401109686759e+01dB,-1.67435010530604e+02°)
1.90546071796322e+05	(-1.14600699114447e+01dB,-1.67848116620323e+02°)
1.94984459975801e+05	(-1.17802895349246e+01dB,-1.68279846454358e+02°)
1.99526231496885e+05	(-1.21008580332215e+01dB,-1.68730419997323e+02°)
2.04173794466949e+05	(-1.24218643071590e+01dB,-1.69200034696333e+02°)
2.08929613085400e+05	(-1.27433977505900e+01dB,-1.69688865538147e+02°)
2.13796208950220e+05	(-1.30655480558688e+01dB,-1.70197065120785e+02°)
2.18776162394952e+05	(-1.33884050094200e+01dB,-1.70724763909177e+02°)
2.23872113856830e+05	(-1.37120582941190e+01dB,-1.71272070513820e+02°)
2.29086765276773e+05	(-1.40365973040015e+01dB,-1.71839072109666e+02°)
2.34422881531988e+05	(-1.43621109539532e+01dB,-1.72425834915877e+02°)
2.39883291901945e+05	(-1.46886875074924e+01dB,-1.73032404775963e+02°)
2.45470891568499e+05	(-1.50164144057931e+01dB,-1.73658807813664e+02°)
2.51188643150954e+05	(-1.53453781116866e+01dB,-1.74305051153031e+02°)
2.57039578276882e+05	(-1.56756639590474e+01dB,-1.74971123736282e+02°)
2.63026799189534e+05	(-1.60073560185303e+01dB,-1.75656997158034e+02°)
2.69153480392687e+05	(-1.63405369706360e+01dB,-1.76362626610892e+02°)
2.75422870333812e+05	(-1.66752879949793e+01dB,-1.77087951854730e+02°)
2.81838293126440e+05	(-1.70116886705037e+01dB,-1.77832898196252e+02°)
2.88403150312656e+05	(-1.73498168934350e+01dB,-1.78597377575762e+02°)
2.95120922666633e+05	(-1.76897488018091e+01dB,-1.79381289610056e+02°)
3.01995172040196e+05	(-1.80315587217651e+01dB,1.79815477310029e+02°)
3.09029543251354e+05	(-1.83753191260611e+01dB,1.78993044915880e+02°)
3.16227766016832e+05	(-1.87211006028927e+01dB,1.78151543962225e+02°)
3.23593656929623e+05	(-1.90689718483130e+01dB,1.77291113140657e+02°)
3.31131121482585e+05	(-1.94189996608706e+01dB,1.76411897995485e+02°)
3.38844156139197e+05	(-1.97712489601107e+01dB,1.75514049865500e+02°)
3.46736850452526e+05	(-2.01257828141382e+01dB,1.74597724883389e+02°)
3.54813389233569e+05	(-2.04826624794608e+01dB,1.73663082957693e+02°)
3.63078054770095e+05	(-2.08419474540249e+01dB,1.72710286871241e+02°)
3.71535229097166e+05	(-2.12036955427552e+01dB,1.71739501369125e+02°)
3.80189396320555e+05	(-2.15679629315432e+01dB,1.70750892358444e+02°)
3.89045144994274e+05	(-2.19348042698942e+01dB,1.69744626116054e+02°)
3.98107170553490e+05	(-2.23042727675604e+01dB,1.68720868640747e+02°)
4.07380277804106e+05	(-2.26764202919190e+01dB,1.67679784994741e+02°)
4.16869383470328e+05	(-2.30512974766953e+01dB,1.66621538792089e+02°)
4.26579518801585e+05	(-2.34289538320906e+01dB,1.65546291724624e+02°)
4.36515832240158e+05	(-2.38094378640684e+01dB,1.64454203193759e+02°)
4.46683592150955e+05	(-2.41927971896716e+01dB,1.63345430022108e+02°)
4.57088189614867e+05	(-2.45790786613316e+01dB,1.62220126233842e+02°)
4.67735141287190e+05	(-2.49683284849281e+01dB,1.61078442924708e+02°)
4.78630092322630e+05	(-2.53605923436581e+01dB,1.59920528251245e+02°)
4.89778819368438e+05	(-2.57559155133287e+01dB,1.58746527438595e+02°)
5.01187233627263e+05	(-2.61543429800732e+01dB,1.57556582922281e+02°)
5.12861383991356e+05	(-2.65559195524797e+01dB,1.56350834531942e+02°)
5.24807460249763e+05	(-2.69606899665064e+01dB,1.55129419774055e+02°)
5.37031796370243e+05	(-2.73686989880574e+01dB,1.53892474157712e+02°)
5.49540873857615e+05	(-2.77799915052718e+01dB,1.52640131613283e+02°)
5.62341325190339e+05	(-2.81946126158702e+01dB,1.51372524936772e+02°)
5.75439937337147e+05	(-2.86126077051455e+01dB,1.50089786323057e+02°)
5.88843655355579e+05	(-2.90340225131505e+01dB,1.48792047923768e+02°)
6.02559586074347e+05	(-2.94589031962951e+01dB,1.47479442449081e+02°)
6.16595001861471e+05	(-2.98872963751588e+01dB,1.46152103823691e+02°)
6.30957344480182e+05	(-3.03192491732095e+01dB,1.44810167841720e+02°)
6.45654229034644e+05	(-3.07548092466229e+01dB,1.43453772866907e+02°)
6.60693448007584e+05	(-3.11940247989996e+01dB,1.42083060545294e+02°)
6.76082975391970e+05	(-3.16369445914310e+01dB,1.40698176517932e+02°)
6.91830970918924e+05	(-3.20836179348913e+01dB,1.39299271141293e+02°)
7.07945784384125e+05	(-3.25340946768029e+01dB,1.37886500200837e+02°)
7.24435960074977e+05	(-3.29884251747613e+01dB,1.36460025609495e+02°)
7.41310241300904e+05	(-3.34466602605992e+01dB,1.35020016105594e+02°)
7.58577575029170e+05	(-3.39088511941826e+01dB,1.33566647899344e+02°)
7.76247116628678e+05	(-3.43750496081129e+01dB,1.32100105316171e+02°)
7.94328234724267e+05	(-3.48453074428578e+01dB,1.30620581384434e+02°)
8.12830516164085e+05	(-3.53196768744904e+01dB,1.29128278401516e+02°)
8.31763771102656e+05	(-3.57982102335591e+01dB,1.27623408423558e+02°)
8.51138038202361e+05	(-3.62809599172614e+01dB,1.26106193760735e+02°)
8.70963589956065e+05	(-3.67679782966089e+01dB,1.24576867351452e+02°)
8.91250938133729e+05	(-3.72593176155387e+01dB,1.23035673133477e+02°)
9.12010839355893e+05	(-3.77550298882939e+01dB,1.21482866339799e+02°)
9.33254300796974e+05	(-3.82551667909770e+01dB,1.19918713717695e+02°)
9.54992586021419e+05	(-3.87597795513464e+01dB,1.18343493696394e+02°)
9.77237220955793e+05	(-3.92689188361958e+01dB,1.16757496507040e+02°)
9.99999999999982e+05	(-3.97826346374634e+01dB,1.15161024204236e+02°)
1.02329299228074e+06	(-4.03009761590668e+01dB,1.13554390650074e+02°)
1.04712854805088e+06	(-4.08239917034035e+01dB,1.11937921419236e+02°)
1.07151930523759e+06	(-4.13517285601696e+01dB,1.10311953645842e+02°)
1.09647819614316e+06	(-4.18842328972353e+01dB,1.08676835805024e+02°)
1.12201845430194e+06	(-4.24215496548949e+01dB,1.07032927444215e+02°)
1.14815362149686e+06	(-4.29637224441606e+01dB,1.05380598832914e+02°)
1.17489755493951e+06	(-4.35107934492274e+01dB,1.03720230590418e+02°)
1.20226443461739e+06	(-4.40628033370041e+01dB,1.02052213229901e+02°)
1.23026877081236e+06	(-4.46197911697302e+01dB,1.00376946672251e+02°)
1.25892541179414e+06	(-4.51817943274646e+01dB,9.86948397099306e+01°)
1.28824955169311e+06	(-4.57488484354452e+01dB,9.70063094264131e+01°)
1.31825673855638e+06	(-4.63209873000785e+01dB,9.53117805769439e+01°)
1.34896288259163e+06	(-4.68982428525336e+01dB,9.36116849470016e+01°)
1.38038426460286e+06	(-4.74806451009692e+01dB,9.19064606660096e+01°)
1.41253754462273e+06	(-4.80682220915722e+01dB,9.01965515077488e+01°)
1.44543977074590e+06	(-4.86609998780089e+01dB,8.84824061626446e+01°)
1.47910838816818e+06	(-4.92590025008384e+01dB,8.67644775021186e+01°)
1.51356124843618e+06	(-4.98622519757834e+01dB,8.50432218235410e+01°)
1.54881661891245e+06	(-5.04707682915594e+01dB,8.33190980963983e+01°)
1.58489319246108e+06	(-5.10845694171370e+01dB,8.15925671998401e+01°)
1.62181009735890e+06	(-5.17036713192568e+01dB,7.98640911643692e+01°)
1.65958690743753e+06	(-5.23280879884530e+01dB,7.81341324239227e+01°)
1.69824365246171e+06	(-5.29578314755587e+01dB,7.64031530707422e+01°)
1.73780082874934e+06	(-5.35929119369187e+01dB,7.46716141416901e+01°)
1.77827941003889e+06	(-5.42333376893883e+01dB,7.29399749045422e+01°)
1.81970085860995e+06	(-5.48791152741962e+01dB,7.12086921827534e+01°)
1.86208713666283e+06	(-5.55302495297417e+01dB,6.94782197073286e+01°)
1.90546071796321e+06	(-5.61867436729021e+01dB,6.77490074954778e+01°)
1.94984459975801e+06	(-5.68485993887645e+01dB,6.60215012720343e+01°)
1.99526231496884e+06	(-5.75158169282820e+01dB,6.42961419294167e+01°)
2.04173794466949e+06	(-5.81883952135425e+01dB,6.25733650284757e+01°)
2.08929613085400e+06	(-5.88663319498820e+01dB,6.08536003544585e+01°)
2.13796208950219e+06	(-5.95496237450776e+01dB,5.91372715162762e+01°)
2.18776162394951e+06	(-6.02382662342173e+01dB,5.74247956062318e+01°)
2.23872113856830e+06	(-6.09322542105855e+01dB,5.57165829087882e+01°)
2.29086765276773e+06	(-6.16315817612870e+01dB,5.40130366752674e+01°)
2.34422881531988e+06	(-6.23362424072778e+01dB,5.23145529576827e+01°)
2.39883291901944e+06	(-6.30462292474660e+01dB,5.06215204972611e+01°)
2.45470891568498e+06	(-6.37615351055274e+01dB,4.89343206914306e+01°)
2.51188643150953e+06	(-6.44821526798416e+01dB,4.72533276080270e+01°)
2.57039578276881e+06	(-6.52080746946232e+01dB,4.55789080765720e+01°)
2.63026799189533e+06	(-6.59392940532658e+01dB,4.39114218329339e+01°)
2.69153480392686e+06	(-6.66758039913753e+01dB,4.22512217383180e+01°)
2.75422870333811e+06	(-6.74175982308186e+01dB,4.05986540484889e+01°)
2.81838293126440e+06	(-6.81646711329950e+01dB,3.89540587505122e+01°)
2.88403150312655e+06	(-6.89170178514533e+01dB,3.73177699544590e+01°)
2.95120922666633e+06	(-6.96746344835701e+01dB,3.56901163367715e+01°)
3.01995172040196e+06	(-7.04375182204048e+01dB,3.40714216441872e+01°)
3.09029543251353e+06	(-7.12056674953415e+01dB,3.24620052374013e+01°)
3.16227766016832e+06	(-7.19790821310972e+01dB,3.08621826813379e+01°)
3.23593656929622e+06	(-7.27577634846951e+01dB,2.92722663824035e+01°)
3.31131121482585e+06	(-7.35417145915499e+01dB,2.76925662544800e+01°)
3.38844156139196e+06	(-7.43309403080391e+01dB,2.61233904234071e+01°)
3.46736850452525e+06	(-7.51254474535743e+01dB,2.45650459596300e+01°)
3.54813389233568e+06	(-7.59252449528404e+01dB,2.30178396329482e+01°)
3.63078054770094e+06	(-7.67303439784464e+01dB,2.14820786936915e+01°)
3.71535229097165e+06	(-7.75407580957476e+01dB,1.99580716688259e+01°)
3.80189396320554e+06	(-7.83565034102669e+01dB,1.84461291764592e+01°)
3.89045144994273e+06	(-7.91775987197775e+01dB,1.69465647518913e+01°)
3.98107170553489e+06	(-8.00040656719380e+01dB,1.54596956884200e+01°)
4.07380277804105e+06	(-8.08359289295518e+01dB,1.39858438910408e+01°)
4.16869383470327e+06	(-8.16732163457811e+01dB,1.25253367403398e+01°)
4.26579518801584e+06	(-8.25159591507379e+01dB,1.10785079753691e+01°)
4.36515832240157e+06	(-8.33641921528161e+01dB,9.64569859121632e+00°)
4.46683592150954e+06	(-8.42179539563971e+01dB,8.22725776524973e+00°)
4.57088189614866e+06	(-8.50772871999041e+01dB,6.82354381015474e+00°)
4.67735141287189e+06	(-8.59422388172750e+01dB,5.43492516344081e+00°)
4.78630092322629e+06	(-8.68128603250884e+01dB,4.06178143656355e+00°)
4.89778819368436e+06	(-8.76892081414412e+01dB,2.70450451691705e+00°)
5.01187233627262e+06	(-8.85713439387126e+01dB,1.36349975711759e+00°)
5.12861383991355e+06	(-8.94593350362556e+01dB,3.91872593384541e-02°)
5.24807460249762e+06	(-9.03532548370431e+01dB,-1.26799671428803e+00°)
5.37031796370242e+06	(-9.12531833148483e+01dB,-2.55759818672851e+00°)
5.49540873857613e+06	(-9.21592075568376e+01dB,-3.82914372388304e+00°)
5.62341325190338e+06	(-9.30714223698430e+01dB,-5.08213848116480e+00°)
5.75439937337145e+06	(-9.39899309562764e+01dB,-6.31606398261197e+00°)
5.88843655355577e+06	(-9.49148456694237e+01dB,-7.53037559285892e+00°)
6.02559586074345e+06	(-9.58462888566383e+01dB,-8.72449961605072e+00°)
6.16595001861470e+06	(-9.67843938013906e+01dB,-9.89782995543837e+00°)
6.30957344480180e+06	(-9.77293057762603e+01dB,-1.10497242532212e+01°)
6.45654229034642e+06	(-9.86811832201921e+01dB,-1.21794994131605e+01°)
6.60693448007582e+06	(-9.96401990558252e+01dB,-1.32864263946786e+01°)
6.76082975391968e+06	(-1.00606542164395e+02dB,-1.43697241422880e+01°)
6.91830970918922e+06	(-1.01580419039160e+02dB,-1.54285524932069e+01°)
7.07945784384123e+06	(-1.02562055640213e+02dB,-1.64620038660251e+01°)
7.24435960074975e+06	(-1.03551699478802e+02dB,-1.74690935036410e+01°)
7.41310241300902e+06	(-1.04549621961976e+02dB,-1.84487479838356e+01°)
7.58577575029168e+06	(-1.05556121035220e+02dB,-1.93997916592659e+01°)
7.76247116628676e+06	(-1.06571524164942e+02dB,-2.03209306003941e+01°)
7.94328234724265e+06	(-1.07596191711707e+02dB,-2.12107335271971e+01°)
8.12830516164082e+06	(-1.08630520751550e+02dB,-2.20676090803041e+01°)
8.31763771102654e+06	(-1.09674949413833e+02dB,-2.28897786295764e+01°)
8.51138038202359e+06	(-1.10729961814298e+02dB,-2.36752436074261e+01°)
8.70963589956062e+06	(-1.11796093674994e+02dB,-2.44217460876814e+01°)
8.91250938133727e+06	(-1.12873938736609e+02dB,-2.51267209811359e+01°)
9.12010839355890e+06	(-1.13964156084696e+02dB,-2.57872377628640e+01°)
9.33254300796971e+06	(-1.15067478525966e+02dB,-2.63999290354162e+01°)
9.54992586021416e+06	(-1.16184722166258e+02dB,-2.69609024273230e+01°)
9.77237220955790e+06	(-1.17316797351995e+02dB,-2.74656312405099e+01°)
9.99999999999979e+06	(-1.18464721137872e+02dB,-2.79088177920337e+01°)
1.02329299228073e+07	(-1.19629631426038e+02dB,-2.82842213979425e+01°)
1.04712854805088e+07	(-1.20812802868502e+02dB,-2.85844402022649e+01°)
1.07151930523758e+07	(-1.22015664506419e+02dB,-2.88006322613742e+01°)
1.09647819614316e+07	(-1.23239818886581e+02dB,-2.89221560201776e+01°)
1.12201845430194e+07	(-1.24487061956352e+02dB,-2.89361029420242e+01°)
1.14815362149686e+07	(-1.25759402238268e+02dB,-2.88266847249932e+01°)
1.17489755493950e+07	(-1.27059076344189e+02dB,-2.85744230756713e+01°)
