Freq.	Ic(Q8)
Step Information: Cl=1µ  (Step: 1/2)
1.20226443461739e+07	(-1.28388555309915e+02dB,-2.81550699263496e+01°)
1.23026877081236e+07	(-1.29750531624176e+02dB,-2.75381586338224e+01°)
1.25892541179414e+07	(-1.31147868585915e+02dB,-2.66850510409381e+01°)
1.28824955169311e+07	(-1.32583478877454e+02dB,-2.55463031861462e+01°)
1.31825673855638e+07	(-1.34060072915881e+02dB,-2.40581350365230e+01°)
1.34896288259162e+07	(-1.35579671051370e+02dB,-2.21377936940195e+01°)
1.38038426460286e+07	(-1.37142693892956e+02dB,-1.96777477848605e+01°)
1.41253754462272e+07	(-1.38746317200123e+02dB,-1.65392034245023e+01°)
1.44543977074590e+07	(-1.40381605917274e+02dB,-1.25469871942066e+01°)
1.47910838816818e+07	(-1.42028827368626e+02dB,-7.49156229181370e+00°)
1.51356124843618e+07	(-1.43650705288640e+02dB,-1.15126818022565e+00°)
1.54881661891245e+07	(-1.45185314357938e+02dB,6.64269241698179e+00°)
1.58489319246108e+07	(-1.46545233166356e+02dB,1.58795272667676e+01°)
1.62181009735889e+07	(-1.47634952793091e+02dB,2.62155111822989e+01°)
1.65958690743752e+07	(-1.48390824201987e+02dB,3.69368098404688e+01°)
1.69824365246171e+07	(-1.48818236091255e+02dB,4.71775496905615e+01°)
1.73780082874934e+07	(-1.48988161593563e+02dB,5.62694429287253e+01°)
1.77827941003888e+07	(-1.48996968612854e+02dB,6.39231608552033e+01°)
1.81970085860994e+07	(-1.48928946959223e+02dB,7.01631883648673e+01°)
1.86208713666283e+07	(-1.48842198694792e+02dB,7.51720843529899e+01°)
1.90546071796321e+07	(-1.48771032709533e+02dB,7.91724573067133e+01°)
1.94984459975800e+07	(-1.48733273454549e+02dB,8.23696285031866e+01°)
1.99526231496884e+07	(-1.48736745946535e+02dB,8.49334430282039e+01°)
2.04173794466948e+07	(-1.48783671023232e+02dB,8.69978522794233e+01°)
2.08929613085399e+07	(-1.48873321991459e+02dB,8.86664582936132e+01°)
2.13796208950219e+07	(-1.49003540068503e+02dB,9.00189742728084e+01°)
2.18776162394950e+07	(-1.49171568779876e+02dB,9.11168750392679e+01°)
2.23872113856829e+07	(-1.49374499444527e+02dB,9.20078676903970e+01°)
2.29086765276772e+07	(-1.49609499496494e+02dB,9.27292818711579e+01°)
2.34422881531987e+07	(-1.49873921287488e+02dB,9.33105960913453e+01°)
2.39883291901944e+07	(-1.50165346082569e+02dB,9.37753106291720e+01°)
2.45470891568498e+07	(-1.50481593708392e+02dB,9.41423381190655e+01°)
2.51188643150952e+07	(-1.50820714737988e+02dB,9.44270413893902e+01°)
2.57039578276881e+07	(-1.51180974510525e+02dB,9.46420136375292e+01°)
2.63026799189532e+07	(-1.51560834042329e+02dB,9.47976698065247e+01°)
2.69153480392686e+07	(-1.51958930511138e+02dB,9.49026988457773e+01°)
2.75422870333811e+07	(-1.52374058669541e+02dB,9.49644127510175e+01°)
2.81838293126439e+07	(-1.52805153808087e+02dB,9.49890184344604e+01°)
2.88403150312654e+07	(-1.53251276486737e+02dB,9.49818314514673e+01°)
2.95120922666632e+07	(-1.53711599040967e+02dB,9.49474455819734e+01°)
3.01995172040195e+07	(-1.54185393762435e+02dB,9.48898686493656e+01°)
3.09029543251352e+07	(-1.54672022607646e+02dB,9.48126323427403e+01°)
3.16227766016831e+07	(-1.55170928274061e+02dB,9.47188819028787e+01°)
3.23593656929621e+07	(-1.55681626486165e+02dB,9.46114501351659e+01°)
3.31131121482584e+07	(-1.56203699345735e+02dB,9.44929191818365e+01°)
3.38844156139195e+07	(-1.56736789615637e+02dB,9.43656727211932e+01°)
3.46736850452524e+07	(-1.57280595822486e+02dB,9.42319406916048e+01°)
3.54813389233568e+07	(-1.57834868078851e+02dB,9.40938382124496e+01°)
3.63078054770093e+07	(-1.58399404539816e+02dB,9.39534000563032e+01°)
3.71535229097164e+07	(-1.58974048421088e+02dB,9.38126117907232e+01°)
3.80189396320553e+07	(-1.59558685516761e+02dB,9.36734385347978e+01°)
3.89045144994272e+07	(-1.60153242163880e+02dB,9.35378521522520e+01°)
3.98107170553488e+07	(-1.60757683608417e+02dB,9.34078576195172e+01°)
4.07380277804104e+07	(-1.61372012733276e+02dB,9.32855192571346e+01°)
4.16869383470326e+07	(-1.61996269113012e+02dB,9.31729874925961e+01°)
4.26579518801583e+07	(-1.62630528362590e+02dB,9.30725268288645e+01°)
4.36515832240156e+07	(-1.63274901748001e+02dB,9.29865457255116e+01°)
4.46683592150953e+07	(-1.63929536024805e+02dB,9.29176291586130e+01°)
4.57088189614865e+07	(-1.64594613466089e+02dB,9.28685747134396e+01°)
4.67735141287188e+07	(-1.65270352032994e+02dB,9.28424331837507e+01°)
4.78630092322628e+07	(-1.65957005627818e+02dB,9.28425548075354e+01°)
4.89778819368435e+07	(-1.66654864349858e+02dB,9.28726424673175e+01°)
5.01187233627261e+07	(-1.67364254645297e+02dB,9.29368134305389e+01°)
5.12861383991353e+07	(-1.68085539200989e+02dB,9.30396715099851e+01°)
5.24807460249761e+07	(-1.68819116373001e+02dB,9.31863918941351e+01°)
5.37031796370241e+07	(-1.69565418857268e+02dB,9.33828213395241e+01°)
5.49540873857612e+07	(-1.70324911191715e+02dB,9.36355969351297e+01°)
5.62341325190336e+07	(-1.71098085512690e+02dB,9.39522872364518e+01°)
5.75439937337144e+07	(-1.71885454753802e+02dB,9.43415602001741e+01°)
5.88843655355576e+07	(-1.72687542144705e+02dB,9.48133829699795e+01°)
6.02559586074344e+07	(-1.73504865402982e+02dB,9.53792590473696e+01°)
6.16595001861468e+07	(-1.74337913362588e+02dB,9.60525084915538e+01°)
6.30957344480179e+07	(-1.75187111880259e+02dB,9.68485960968259e+01°)
6.45654229034641e+07	(-1.76052774624268e+02dB,9.77855102235137e+01°)
6.60693448007581e+07	(-1.76935032688511e+02dB,9.88841897819029e+01°)
6.76082975391967e+07	(-1.77833734819862e+02dB,1.00168986554736e+02°)
6.91830970918921e+07	(-1.78748307417660e+02dB,1.01668130973556e+02°)
7.07945784384122e+07	(-1.79677560621070e+02dB,1.03414136037293e+02°)
7.24435960074974e+07	(-1.80619424549769e+02dB,1.05444018274881e+02°)
7.41310241300901e+07	(-1.81570600020769e+02dB,1.07799126640047e+02°)
7.58577575029167e+07	(-1.82526114748327e+02dB,1.10524241822779e+02°)
7.76247116628674e+07	(-1.83478796155752e+02dB,1.13665443953137e+02°)
7.94328234724264e+07	(-1.84418715953262e+02dB,1.17266087207829e+02°)
8.12830516164081e+07	(-1.85332740384147e+02dB,1.21360185697914e+02°)
8.31763771102652e+07	(-1.86204432739884e+02dB,1.25962849544947e+02°)
8.51138038202357e+07	(-1.87014663286231e+02dB,1.31058449800010e+02°)
8.70963589956061e+07	(-1.87743281306711e+02dB,1.36589105278479e+02°)
8.91250938133725e+07	(-1.88371940522816e+02dB,1.42448292724925e+02°)
9.12010839355889e+07	(-1.88887581236740e+02dB,1.48485088029637e+02°)
9.33254300796970e+07	(-1.89285418529804e+02dB,1.54521614112800e+02°)
9.54992586021414e+07	(-1.89570137326073e+02dB,1.60379911633645e+02°)
9.77237220955788e+07	(-1.89754710466945e+02dB,1.65908840865013e+02°)
9.99999999999977e+07	(-1.89857417277640e+02dB,1.71001603328206e+02°)
1.02329299228073e+08	(-1.89898360147977e+02dB,1.75600058327860e+02°)
1.04712854805088e+08	(-1.89896632767462e+02dB,1.79688380217207e+02°)
1.07151930523758e+08	(-1.89868640803987e+02dB,-1.76718440950850e+02°)
1.09647819614316e+08	(-1.89827486347033e+02dB,-1.73586443051029e+02°)
1.12201845430194e+08	(-1.89783062044700e+02dB,-1.70872273363748e+02°)
1.14815362149686e+08	(-1.89742499334075e+02dB,-1.68529820428625e+02°)
1.17489755493950e+08	(-1.89710723443507e+02dB,-1.66514253617780e+02°)
1.20226443461738e+08	(-1.89690980684330e+02dB,-1.64784165457060e+02°)
1.23026877081235e+08	(-1.89685282521788e+02dB,-1.63302478923183e+02°)
1.25892541179414e+08	(-1.89694755116745e+02dB,-1.62036622764354e+02°)
1.28824955169310e+08	(-1.89719903258940e+02dB,-1.60958313238882e+02°)
1.31825673855638e+08	(-1.89760804351741e+02dB,-1.60043152016082e+02°)
1.34896288259162e+08	(-1.89817248389320e+02dB,-1.59270161751915e+02°)
1.38038426460285e+08	(-1.89888837624291e+02dB,-1.58621324905519e+02°)
1.41253754462272e+08	(-1.89975056780776e+02dB,-1.58081157831698e+02°)
1.44543977074589e+08	(-1.90075322035999e+02dB,-1.57636333049847e+02°)
1.47910838816817e+08	(-1.90189014835107e+02dB,-1.57275352238910e+02°)
1.51356124843617e+08	(-1.90315504939342e+02dB,-1.56988267311219e+02°)
1.54881661891244e+08	(-1.90454165868019e+02dB,-1.56766444636514e+02°)
1.58489319246108e+08	(-1.90604384990503e+02dB,-1.56602366788369e+02°)
1.62181009735889e+08	(-1.90765569872954e+02dB,-1.56489466296373e+02°)
1.65958690743752e+08	(-1.90937152018768e+02dB,-1.56421986373795e+02°)
1.69824365246170e+08	(-1.91118588809823e+02dB,-1.56394864214675e+02°)
1.73780082874933e+08	(-1.91309364219784e+02dB,-1.56403633093547e+02°)
1.77827941003888e+08	(-1.91508988703141e+02dB,-1.56444340095480e+02°)
1.81970085860994e+08	(-1.91716998544601e+02dB,-1.56513476829909e+02°)
1.86208713666282e+08	(-1.91932954868749e+02dB,-1.56607920933352e+02°)
1.90546071796320e+08	(-1.92156442449743e+02dB,-1.56724886546326e+02°)
1.94984459975800e+08	(-1.92387068417915e+02dB,-1.56861882266806e+02°)
1.99526231496883e+08	(-1.92624460929666e+02dB,-1.57016675344557e+02°)
2.04173794466948e+08	(-1.92868267845406e+02dB,-1.57187261096337e+02°)
2.08929613085399e+08	(-1.93118155444909e+02dB,-1.57371836698941e+02°)
2.13796208950218e+08	(-1.93373807198576e+02dB,-1.57568778662470e+02°)
2.18776162394950e+08	(-1.93634922605508e+02dB,-1.57776623405144e+02°)
2.23872113856829e+08	(-1.93901216103952e+02dB,-1.57994050448737e+02°)
2.29086765276772e+08	(-1.94172416056005e+02dB,-1.58219867834147e+02°)
2.34422881531987e+08	(-1.94448263806031e+02dB,-1.58452999422457e+02°)
2.39883291901943e+08	(-1.94728512810575e+02dB,-1.58692473801543e+02°)
2.45470891568497e+08	(-1.95012927836553e+02dB,-1.58937414563130e+02°)
2.51188643150952e+08	(-1.95301284223890e+02dB,-1.59187031752459e+02°)
2.57039578276880e+08	(-1.95593367208481e+02dB,-1.59440614323677e+02°)
2.63026799189532e+08	(-1.95888971301230e+02dB,-1.59697523459632e+02°)
2.69153480392685e+08	(-1.96187899718982e+02dB,-1.59957186636312e+02°)
2.75422870333810e+08	(-1.96489963863295e+02dB,-1.60219092329795e+02°)
2.81838293126438e+08	(-1.96794982843151e+02dB,-1.60482785278774e+02°)
2.88403150312654e+08	(-1.97102783037988e+02dB,-1.60747862227995e+02°)
2.95120922666631e+08	(-1.97413197697571e+02dB,-1.61013968088797e+02°)
3.01995172040194e+08	(-1.97726066575581e+02dB,-1.61280792461397e+02°)
3.09029543251351e+08	(-1.98041235593906e+02dB,-1.61548066471456e+02°)
3.16227766016830e+08	(-1.98358556534935e+02dB,-1.61815559879515e+02°)
3.23593656929620e+08	(-1.98677886759293e+02dB,-1.62083078427420e+02°)
3.31131121482583e+08	(-1.98999088946699e+02dB,-1.62350461390348e+02°)
3.38844156139194e+08	(-1.99322030857744e+02dB,-1.62617579307023e+02°)
3.46736850452523e+08	(-1.99646585114609e+02dB,-1.62884331863975e+02°)
3.54813389233567e+08	(-1.99972628998806e+02dB,-1.63150645912724e+02°)
3.63078054770092e+08	(-2.00300044264210e+02dB,-1.63416473601116e+02°)
3.71535229097163e+08	(-2.00628716963729e+02dB,-1.63681790602336e+02°)
3.80189396320552e+08	(-2.00958537288046e+02dB,-1.63946594427065e+02°)
3.89045144994271e+08	(-2.01289399414973e+02dB,-1.64210902805812e+02°)
3.98107170553487e+08	(-2.01621201368029e+02dB,-1.64474752130120e+02°)
4.07380277804103e+08	(-2.01953844882871e+02dB,-1.64738195942721e+02°)
4.16869383470325e+08	(-2.02287235280341e+02dB,-1.65001303467871e+02°)
4.26579518801582e+08	(-2.02621281344889e+02dB,-1.65264158174332e+02°)
4.36515832240155e+08	(-2.02955895207198e+02dB,-1.65526856364579e+02°)
4.46683592150952e+08	(-2.03290992229863e+02dB,-1.65789505784832e+02°)
4.57088189614864e+08	(-2.03626490895096e+02dB,-1.66052224251324e+02°)
4.67735141287186e+08	(-2.03962312693370e+02dB,-1.66315138289399e+02°)
4.78630092322626e+08	(-2.04298382012042e+02dB,-1.66578381782722e+02°)
4.89778819368434e+08	(-2.04634626023013e+02dB,-1.66842094630827e+02°)
5.01187233627260e+08	(-2.04970974568594e+02dB,-1.67106421413888e+02°)
5.12861383991352e+08	(-2.05307360044719e+02dB,-1.67371510064600e+02°)
5.24807460249759e+08	(-2.05643717280797e+02dB,-1.67637510547599e+02°)
5.37031796370239e+08	(-2.05979983415545e+02dB,-1.67904573547597e+02°)
5.49540873857610e+08	(-2.06316097768212e+02dB,-1.68172849168062e+02°)
5.62341325190335e+08	(-2.06652001704734e+02dB,-1.68442485642728e+02°)
5.75439937337142e+08	(-2.06987638498385e+02dB,-1.68713628063055e+02°)
5.88843655355574e+08	(-2.07322953184701e+02dB,-1.68986417124707e+02°)
6.02559586074342e+08	(-2.07657892410408e+02dB,-1.69260987897132e+02°)
6.16595001861466e+08	(-2.07992404276415e+02dB,-1.69537468619847e+02°)
6.30957344480177e+08	(-2.08326438174721e+02dB,-1.69815979530261e+02°)
6.45654229034639e+08	(-2.08659944619627e+02dB,-1.70096631726814e+02°)
6.60693448007579e+08	(-2.08992875073319e+02dB,-1.70379526072399e+02°)
6.76082975391964e+08	(-2.09325181766280e+02dB,-1.70664752142314e+02°)
6.91830970918918e+08	(-2.09656817513072e+02dB,-1.70952387220883e+02°)
7.07945784384120e+08	(-2.09987735523970e+02dB,-1.71242495351116e+02°)
7.24435960074971e+08	(-2.10317889213148e+02dB,-1.71535126441234e+02°)
7.41310241300898e+08	(-2.10647232004200e+02dB,-1.71830315431409e+02°)
7.58577575029164e+08	(-2.10975717133792e+02dB,-1.72128081523886e+02°)
7.76247116628671e+08	(-2.11303297454318e+02dB,-1.72428427479253e+02°)
7.94328234724261e+08	(-2.11629925236425e+02dB,-1.72731338981006e+02°)
8.12830516164078e+08	(-2.11955551972379e+02dB,-1.73036784070106e+02°)
8.31763771102649e+08	(-2.12280128181231e+02dB,-1.73344712650542e+02°)
8.51138038202354e+08	(-2.12603603216575e+02dB,-1.73655056066963e+02°)
8.70963589956058e+08	(-2.12925925077919e+02dB,-1.73967726754148e+02°)
8.91250938133722e+08	(-2.13247040226394e+02dB,-1.74282617958366e+02°)
9.12010839355886e+08	(-2.13566893405592e+02dB,-1.74599603529857e+02°)
9.33254300796966e+08	(-2.13885427468221e+02dB,-1.74918537785407e+02°)
9.54992586021411e+08	(-2.14202583209079e+02dB,-1.75239255439904e+02°)
9.77237220955785e+08	(-2.14518299204853e+02dB,-1.75561571605260e+02°)
1.00000000000000e+09	(-2.14832511660954e+02dB,-1.75885281855470e+02°)
Step Information: Cl=15µ  (Step: 2/2)
1.00000000000000e+00	(9.48942956764490e+01dB,-4.35867221011964e+00°)
1.02329299228075e+00	(9.48929181277710e+01dB,-4.47639977759698e+00°)
1.04712854805090e+00	(9.48914754081874e+01dB,-4.59645256736045e+00°)
1.07151930523761e+00	(9.48899645241531e+01dB,-4.71889081245002e+00°)
1.09647819614318e+00	(9.48883823438794e+01dB,-4.84377576999485e+00°)
1.12201845430196e+00	(9.48867255913363e+01dB,-4.97116973693863e+00°)
1.14815362149688e+00	(9.48849908399375e+01dB,-5.10113606513918e+00°)
1.17489755493953e+00	(9.48831745059963e+01dB,-5.23373917581518e+00°)
1.20226443461741e+00	(9.48812728419296e+01dB,-5.36904457328130e+00°)
1.23026877081238e+00	(9.48792819291658e+01dB,-5.50711885784045e+00°)
1.25892541179417e+00	(9.48771976707734e+01dB,-5.64802973779689e+00°)
1.28824955169313e+00	(9.48750157838170e+01dB,-5.79184604049596e+00°)
1.31825673855641e+00	(9.48727317914002e+01dB,-5.93863772226513e+00°)
1.34896288259165e+00	(9.48703410144009e+01dB,-6.08847587718397e+00°)
1.38038426460288e+00	(9.48678385629010e+01dB,-6.24143274456505e+00°)
1.41253754462275e+00	(9.48652193273004e+01dB,-6.39758171503456e+00°)
1.44543977074593e+00	(9.48624779690776e+01dB,-6.55699733506790e+00°)
1.47910838816821e+00	(9.48596089112410e+01dB,-6.71975530988106e+00°)
1.51356124843621e+00	(9.48566063284309e+01dB,-6.88593250452470e+00°)
1.54881661891248e+00	(9.48534641366518e+01dB,-7.05560694300659e+00°)
1.58489319246111e+00	(9.48501759826807e+01dB,-7.22885780534110e+00°)
1.62181009735893e+00	(9.48467352330933e+01dB,-7.40576542230414e+00°)
1.65958690743756e+00	(9.48431349629335e+01dB,-7.58641126775569e+00°)
1.69824365246174e+00	(9.48393679440199e+01dB,-7.77087794832280e+00°)
1.73780082874937e+00	(9.48354266328715e+01dB,-7.95924919025336e+00°)
1.77827941003892e+00	(9.48313031582522e+01dB,-8.15160982322968e+00°)
1.81970085860998e+00	(9.48269893083827e+01dB,-8.34804576095481e+00°)
1.86208713666287e+00	(9.48224765177344e+01dB,-8.54864397822560e+00°)
1.90546071796325e+00	(9.48177558534752e+01dB,-8.75349248429741e+00°)
1.94984459975804e+00	(9.48128180015502e+01dB,-8.96268029228039e+00°)
1.99526231496888e+00	(9.48076532524041e+01dB,-9.17629738430677e+00°)
2.04173794466953e+00	(9.48022514863389e+01dB,-9.39443467215942e+00°)
2.08929613085404e+00	(9.47966021585583e+01dB,-9.61718395315715e+00°)
2.13796208950223e+00	(9.47906942838545e+01dB,-9.84463786089158e+00°)
2.18776162394955e+00	(9.47845164209941e+01dB,-1.00768898106055e+01°)
2.23872113856834e+00	(9.47780566568257e+01dB,-1.03140339388343e+01°)
2.29086765276777e+00	(9.47713025900925e+01dB,-1.05561650370082e+01°)
2.34422881531992e+00	(9.47642413150140e+01dB,-1.08033784786616e+01°)
2.39883291901949e+00	(9.47568594046454e+01dB,-1.10557701399124e+01°)
2.45470891568503e+00	(9.47491428940608e+01dB,-1.13134363128567e+01°)
2.51188643150958e+00	(9.47410772633732e+01dB,-1.15764736114814e+01°)
2.57039578276886e+00	(9.47326474206835e+01dB,-1.18449788698062e+01°)
2.63026799189538e+00	(9.47238376849360e+01dB,-1.21190490317788e+01°)
2.69153480392691e+00	(9.47146317688028e+01dB,-1.23987810326356e+01°)
2.75422870333816e+00	(9.47050127616219e+01dB,-1.26842716713107e+01°)
2.81838293126445e+00	(9.46949631124344e+01dB,-1.29756174735162e+01°)
2.88403150312660e+00	(9.46844646132552e+01dB,-1.32729145451657e+01°)
2.95120922666638e+00	(9.46734983825753e+01dB,-1.35762584157155e+01°)
3.01995172040201e+00	(9.46620448492517e+01dB,-1.38857438711560e+01°)
3.09029543251359e+00	(9.46500837368433e+01dB,-1.42014647762582e+01°)
3.16227766016837e+00	(9.46375940484862e+01dB,-1.45235138857680e+01°)
3.23593656929628e+00	(9.46245540524450e+01dB,-1.48519826443213e+01°)
3.31131121482591e+00	(9.46109412684279e+01dB,-1.51869609746920e+01°)
3.38844156139202e+00	(9.45967324548219e+01dB,-1.55285370543273e+01°)
3.46736850452531e+00	(9.45819035969452e+01dB,-1.58767970797815e+01°)
3.54813389233575e+00	(9.45664298964884e+01dB,-1.62318250190975e+01°)
3.63078054770101e+00	(9.45502857622835e+01dB,-1.65937023518904e+01°)
3.71535229097172e+00	(9.45334448025491e+01dB,-1.69625077972244e+01°)
3.80189396320560e+00	(9.45158798188065e+01dB,-1.73383170292707e+01°)
3.89045144994280e+00	(9.44975628016068e+01dB,-1.77212023808758e+01°)
3.98107170553496e+00	(9.44784649282811e+01dB,-1.81112325352217e+01°)
4.07380277804112e+00	(9.44585565628774e+01dB,-1.85084722059255e+01°)
4.16869383470335e+00	(9.44378072584885e+01dB,-1.89129818059092e+01°)
4.26579518801592e+00	(9.44161857621894e+01dB,-1.93248171056060e+01°)
4.36515832240165e+00	(9.43936600227445e+01dB,-1.97440288810626e+01°)
4.46683592150962e+00	(9.43701972013275e+01dB,-2.01706625527484e+01°)
4.57088189614874e+00	(9.43457636854467e+01dB,-2.06047578159202e+01°)
4.67735141287197e+00	(9.43203251062860e+01dB,-2.10463482635829e+01°)
4.78630092322637e+00	(9.42938463596526e+01dB,-2.14954610031906e+01°)
4.89778819368445e+00	(9.42662916307539e+01dB,-2.19521162685114e+01°)
5.01187233627271e+00	(9.42376244229729e+01dB,-2.24163270279971e+01°)
5.12861383991364e+00	(9.42078075908455e+01dB,-2.28880985915045e+01°)
5.24807460249771e+00	(9.41768033773886e+01dB,-2.33674282169854e+01°)
5.37031796370252e+00	(9.41445734559634e+01dB,-2.38543047193693e+01°)
5.49540873857623e+00	(9.41110789767825e+01dB,-2.43487080835642e+01°)
5.62341325190348e+00	(9.40762806181911e+01dB,-2.48506090840685e+01°)
5.75439937337156e+00	(9.40401386428309e+01dB,-2.53599689136452e+01°)
5.88843655355588e+00	(9.40026129587159e+01dB,-2.58767388236027e+01°)
6.02559586074356e+00	(9.39636631852806e+01dB,-2.64008597785570e+01°)
6.16595001861481e+00	(9.39232487243769e+01dB,-2.69322621284732e+01°)
6.30957344480192e+00	(9.38813288362124e+01dB,-2.74708653010997e+01°)
6.45654229034654e+00	(9.38378627201038e+01dB,-2.80165775177321e+01°)
6.60693448007594e+00	(9.37928095999594e+01dB,-2.85692955355792e+01°)
6.76082975391980e+00	(9.37461288142869e+01dB,-2.91289044197843e+01°)
6.91830970918935e+00	(9.36977799105224e+01dB,-2.96952773483868e+01°)
7.07945784384136e+00	(9.36477227434006e+01dB,-3.02682754532614e+01°)
7.24435960074988e+00	(9.35959175770526e+01dB,-3.08477477002333e+01°)
7.41310241300916e+00	(9.35423251904153e+01dB,-3.14335308111466e+01°)
7.58577575029182e+00	(9.34869069855731e+01dB,-3.20254492308812e+01°)
7.76247116628690e+00	(9.34296250985081e+01dB,-3.26233151418973e+01°)
7.94328234724279e+00	(9.33704425117431e+01dB,-3.32269285285584e+01°)
8.12830516164097e+00	(9.33093231682735e+01dB,-3.38360772935082e+01°)
8.31763771102669e+00	(9.32462320862060e+01dB,-3.44505374278406e+01°)
8.51138038202374e+00	(9.31811354733794e+01dB,-3.50700732364333e+01°)
8.70963589956078e+00	(9.31140008413036e+01dB,-3.56944376195080e+01°)
8.91250938133743e+00	(9.30447971176649e+01dB,-3.63233724109869e+01°)
9.12010839355907e+00	(9.29734947566671e+01dB,-3.69566087738253e+01°)
9.33254300796988e+00	(9.29000658463948e+01dB,-3.75938676518414e+01°)
9.54992586021433e+00	(9.28244842124739e+01dB,-3.82348602772026e+01°)
9.77237220955808e+00	(9.27467255172192e+01dB,-3.88792887321957e+01°)
9.99999999999997e+00	(9.26667673535235e+01dB,-3.95268465633084e+01°)
1.02329299228075e+01	(9.25845893327352e+01dB,-4.01772194449898e+01°)
1.04712854805090e+01	(9.25001731658365e+01dB,-4.08300858903904e+01°)
1.07151930523760e+01	(9.24135027372220e+01dB,-4.14851180052791e+01°)
1.09647819614318e+01	(9.23245641704873e+01dB,-4.21419822813783e+01°)
1.12201845430196e+01	(9.22333458856372e+01dB,-4.28003404244686e+01°)
1.14815362149688e+01	(9.21398386472446e+01dB,-4.34598502126624e+01°)
1.17489755493953e+01	(9.20440356031187e+01dB,-4.41201663795577e+01°)
1.20226443461741e+01	(9.19459323131440e+01dB,-4.47809415168111e+01°)
1.23026877081238e+01	(9.18455267680473e+01dB,-4.54418269904659e+01°)
1.25892541179416e+01	(9.17428193978183e+01dB,-4.61024738646510e+01°)
1.28824955169313e+01	(9.16378130701975e+01dB,-4.67625338297343e+01°)
1.31825673855640e+01	(9.15305130780935e+01dB,-4.74216601214243e+01°)
1.34896288259165e+01	(9.14209271175451e+01dB,-4.80795084349302e+01°)
1.38038426460288e+01	(9.13090652553069e+01dB,-4.87357378207696e+01°)
1.41253754462275e+01	(9.11949398868063e+01dB,-4.93900115598336e+01°)
1.44543977074592e+01	(9.10785656847306e+01dB,-5.00419980115289e+01°)
1.47910838816820e+01	(9.09599595387464e+01dB,-5.06913714301912e+01°)
1.51356124843620e+01	(9.08391404868276e+01dB,-5.13378127450097e+01°)
1.54881661891248e+01	(9.07161296387893e+01dB,-5.19810102991370e+01°)
1.58489319246111e+01	(9.05909500926826e+01dB,-5.26206605441788e+01°)
1.62181009735892e+01	(9.04636268447082e+01dB,-5.32564686868786e+01°)
1.65958690743755e+01	(9.03341866933945e+01dB,-5.38881492849346e+01°)
1.69824365246174e+01	(9.02026581387686e+01dB,-5.45154267897631e+01°)
1.73780082874937e+01	(9.00690712773096e+01dB,-5.51380360346035e+01°)
1.77827941003892e+01	(8.99334576934388e+01dB,-5.57557226664163e+01°)
1.81970085860998e+01	(8.97958503483406e+01dB,-5.63682435211680e+01°)
1.86208713666286e+01	(8.96562834668671e+01dB,-5.69753669420976e+01°)
1.90546071796324e+01	(8.95147924232648e+01dB,-5.75768730413460e+01°)
1.94984459975804e+01	(8.93714136264813e+01dB,-5.81725539057369e+01°)
1.99526231496887e+01	(8.92261844057011e+01dB,-5.87622137476782e+01°)
2.04173794466952e+01	(8.90791428968017e+01dB,-5.93456690030531e+01°)
2.08929613085403e+01	(8.89303279303041e+01dB,-5.99227483776875e+01°)
2.13796208950222e+01	(8.87797789214261e+01dB,-6.04932928447580e+01°)
2.18776162394954e+01	(8.86275357626807e+01dB,-6.10571555952970e+01°)
2.23872113856833e+01	(8.84736387197305e+01dB,-6.16142019467779e+01°)
2.29086765276776e+01	(8.83181283303502e+01dB,-6.21643092064355e+01°)
2.34422881531991e+01	(8.81610453075918e+01dB,-6.27073665009425e+01°)
2.39883291901948e+01	(8.80024304469143e+01dB,-6.32432745688316e+01°)
2.45470891568502e+01	(8.78423245377493e+01dB,-6.37719455217174e+01°)
2.51188643150957e+01	(8.76807682796658e+01dB,-6.42933025768904e+01°)
2.57039578276885e+01	(8.75178022033066e+01dB,-6.48072797644035e+01°)
2.63026799189537e+01	(8.73534665961840e+01dB,-6.53138216119763e+01°)
2.69153480392690e+01	(8.71878014334309e+01dB,-6.58128828105017e+01°)
2.75422870333815e+01	(8.70208463134954e+01dB,-6.63044278633992e+01°)
2.81838293126444e+01	(8.68526403988114e+01dB,-6.67884307224068e+01°)
2.88403150312659e+01	(8.66832223613678e+01dB,-6.72648744126991e+01°)
2.95120922666637e+01	(8.65126303331084e+01dB,-6.77337506496204e+01°)
3.01995172040200e+01	(8.63409018610996e+01dB,-6.81950594503922e+01°)
3.09029543251358e+01	(8.61680738673050e+01dB,-6.86488087421406e+01°)
3.16227766016837e+01	(8.59941826127253e+01dB,-6.90950139669835e+01°)
3.23593656929627e+01	(8.58192636660003e+01dB,-6.95336976902346e+01°)
3.31131121482590e+01	(8.56433518760424e+01dB,-6.99648892094983e+01°)
3.38844156139201e+01	(8.54664813486393e+01dB,-7.03886241678759e+01°)
3.46736850452530e+01	(8.52886854267959e+01dB,-7.08049441727692e+01°)
3.54813389233574e+01	(8.51099966746266e+01dB,-7.12138964211519e+01°)
3.63078054770100e+01	(8.49304468645866e+01dB,-7.16155333327776e+01°)
3.71535229097171e+01	(8.47500669678384e+01dB,-7.20099121921102e+01°)
3.80189396320559e+01	(8.45688871475306e+01dB,-7.23970947994227e+01°)
3.89045144994279e+01	(8.43869367548697e+01dB,-7.27771471339029e+01°)
3.98107170553495e+01	(8.42042443275701e+01dB,-7.31501390245075e+01°)
